AppID;Name;Release_Date;Primary_Genre;All_Tags;Price_USD;Review_Score_Pct_SteamDB;Total_Reviews;Positive_Reviews;Steam_Deck_Status;Estimated_Owners;24h_Peak_Players;Is_DLC?
730;Counter-Strike 2;21/8/2012;Action;"FPS;Shooter;Multiplayer;Competitive;Action;Team-Based;eSports;Tactical;First-Person;PvP;Online Co-op;Co-op;Strategy;Military;War;Difficult;Trading;Realistic;Fast-Paced;Moddable";0;85,87;9600588;8271112;Playable;288017640;1446082;No
2868840;Slay the Spire 2;5/3/2026;Indie;"Roguelike;Card Game;Deckbuilding;Strategy;Co-op;Roguelike Deckbuilder;Multiplayer;Turn-Based Combat;Card Battler;Indie;Political;Rougelite;Difficult;Early Access;2D;Dungeon Crawler;Singleplayer;Replay Value;Fantasy;Procedural Generation";24,99;57,24;191728;110118;Verified;5751840;191620;No
3321460;Crimson Desert;19/3/2026;Action;"Open World;Action;Singleplayer;Adventure;Exploration;Combat;Fantasy;Medieval;Action-Adventure;Dragons;Third Person;RPG;Choose Your Own Adventure;Horses;Story Rich;PvE;3D;Artificial Intelligence;Gore;Souls-like";69,99;83,03;151844;127490;Unsupported;4555320;58145;No
3065800;Marathon;5/3/2026;Action;"Extraction Shooter;PvP;Multiplayer;Sci-fi;FPS;Shooter;Futuristic;Action;First-Person;PvE;Cyberpunk;Gun Customization;Class-Based;Survival;Online Co-op;Inventory Management;Character Customization;Psychological Horror;Hero Shooter;LGBTQ+";39,99;83,72;49110;41784;Unsupported;1473300;11975;No
3764200;Resident Evil Requiem;26/2/2026;Action;"Survival Horror;Zombies;Horror;Third-Person Shooter;Action;FPS;First-Person;Action-Adventure;Cinematic;Singleplayer;Realistic;3D;Dark;Story Rich;Post-apocalyptic;Female Protagonist;Violent;Inventory Management;Modern;Metroidvania";69,99;94,84;170172;163485;Playable;5105160;12776;No
2157830;John Carpenter's Toxic Commando;12/3/2026;Action;"Zombies;Online Co-Op;Shooter;FPS;PvE;Action;Adventure;Looter Shooter;First-Person;Action-Adventure;1980s;Horror;Sci-fi;Funny;Supernatural;Vehicular Combat;Co-op;Character Customization;Team-Based;Multiplayer";39,99;74,09;6494;4931;Playable;194820;599;No
1144200;Ready or Not;13/12/2023;Action;"Tactical;Realistic;FPS;Shooter;Multiplayer;Singleplayer;Co-op;Horror;First-Person;Action;Psychological Horror;Violent;Gun Customization;Combat;Crime;Gore;Modern;Atmospheric;Co-op Campaign;America";49,99;77,27;328533;255872;Verified;9855990;10166;No
1172470;Apex Legends™;4/11/2020;Action;"Free to Play;Battle Royale;Multiplayer;FPS;Shooter;First-Person;PvP;Action;Hero Shooter;Team-Based;Tactical;Sci-fi;Loot;Co-op;Survival;Character Customization;Funny;Cyberpunk;Lore-Rich;Cinematic";0;67,38;1047751;708873;Unsupported;31432530;281328;No
1808500;ARC Raiders;30/10/2025;Action;"Extraction Shooter;Multiplayer;PvP;PvE;Third-Person Shooter;Post-apocalyptic;Online Co-Op;Shooter;Survival;Sci-fi;Atmospheric;Third Person;Crafting;Inventory Management;Action;Open World;Combat;Futuristic;Character Customization;Realistic";39,99;83,81;395031;333900;Verified;11850930;96718;No
2852190;Monster Hunter Stories 3: Twisted Reflection;12/3/2026;Adventure;"RPG;Creature Collector;JRPG;Turn-Based Combat;Exploration;Adventure;Cartoony;Dragons;Singleplayer;Character Customization;Anime;Turn-Based;Story Rich;Open World;Fantasy;Multiplayer;Third Person;Cute";69,99;78,8;7772;6286;Verified;233160;1501;No
1167630;Teardown;21/4/2022;Action;"Destruction;Physics;Sandbox;Voxel;Multiplayer;Heist;Singleplayer;Indie;First-Person;Replay Value;Co-op;Co-op Campaign;3D;Simulation;Mod;Action;Driving;Realistic;Online Co-op;Puzzle";29,99;94,51;129995;124578;Verified;3899850;3846;No
2552430;KINGDOM HEARTS -HD 1.5+2.5 ReMIX-;13/6/2024;Action;"Action;RPG;Adventure;JRPG;Great Soundtrack;Action-Adventure;Story Rich;Emotional;Singleplayer;Fantasy;Magic;Colorful;3D;Action RPG;Anime;Hack and Slash;Atmospheric;Character Action Game;Cute;Classic";49,99;83,63;10219;8774;Verified;306570;1849;No
4069520;Super Battle Golf;19/2/2026;Casual;"Multiplayer;Online Co-Op;Co-op;Sports;Physics;Exploration;Comedy;Golf;Exploration;Funny;3D;Action;Adventure;Colorful;Cute;PvP;Character Customization;Third Person;Party Game;Mini Golf;Racing";7,99;91,93;8407;7896;Verified;252210;2947;No
2767030;Marvel Rivals;5/12/2024;Action;"Free to Play;Multiplayer;Hero Shooter;Third-Person Shooter;Superhero;PvP;Action;Team-Based;Competitive;Sexual Content;Shooter;3D;Online Co-op;Third Person;Strategy;Co-op;Sci-fi;Hentai;FPS;Psychological Horror";0;76,04;386960;296366;Playable;11608800;91738;No
1222670;The Sims™ 4;18/6/2020;Adventure;"Life Sim;Free to Play;Character Customization;Building;Simulation;Romance;Singleplayer;Sandbox;Dating Sim;Relaxing;Casual;Realistic;Funny;Family Friendly;Cute;Immersive Sim;Fantasy;Adventure;Cartoony;Nudity";0;85,61;194236;168099;Playable;5827080;28969;No
2778610;Over The Top: WWI;6/3/2026;Action;"Multiplayer;Action;World War I;Third-Person Shooter;FPS;Shooter;Historical;Simulation;3D;Cinematic;Third Person;Realistic;Destruction;Tactical;War;PvP;Team-Based;Singleplayer;PvE;First-Person";19,14;82,71;6134;5230;Playable;184020;595;No
359550;Tom Clancy's Rainbow Six Siege;1/12/2015;Action;"FPS;PvP;Multiplayer;Shooter;Tactical;eSports;Competitive;Online Co-Op;Action;Hero Shooter;Team-Based;Military;Strategy;First-Person;Co-op;Realistic;Destruction;War;Difficult;3D";0;82;1512408;1246931;Unsupported;45372240;77463;No
553850;HELLDIVERS™ 2;8/2/2024;Action;"Online Co-Op;PvE;Third-Person Shooter;Multiplayer;Shooter;Action;Co-op;Sci-fi;Extraction Shooter;Capitalism;Space;Third Person;Comedy;Gore;Great Soundtrack;Violent;Difficult;Psychological Horror;Singleplayer;Open World";39,99;74,89;1141102;858891;Playable;34233060;38955;No
230410;Warframe;25/3/2013;Action;"Free to Play;Looter Shooter;Action RPG;Third-Person Shooter;Action;RPG;Third Person;Massively Multiplayer;Online Co-Op;Character Customization;Co-op;PvE;Sci-fi;Singleplayer;Space;Lore-Rich;Shooter;Hack and Slash;Parkour;Ninja";0;86,7;668324;583827;Verified;20049720;66430;No
2357570;Overwatch®;10/8/2023;Action;"Free to Play;Hero Shooter;FPS;Multiplayer;Team-Based;First-Person;MOBA;Third-Person Shooter;Third Person;PvP;Competitive;Shooter;Action;Co-op;Sci-fi;Online Co-op;PvE;Casual;Cinematic;Lore-Rich";0;30,36;399916;119770;Playable;11997480;71860;No
236390;War Thunder;15/8/2013;Action;"Free to Play;Simulation;Vehicular Combat;Combat;Flight;World War II;VR;War;Military;Tanks;Multiplayer;Naval Combat;Massively Multiplayer;Modern;Cold War;Action;Shooter;Realistic;Third Person;Third-Person Shooter";0;64,68;872757;566657;Verified;26182710;89439;No
3472040;NBA 2K26;4/9/2025;Sports;"Sports;Basketball;Simulation;eSports;3D;Multiplayer;Singleplayer;Controller;Character CustomizationManagement;PvP;Team-Based;Online Co-op;Trading;Local Multiplayer;LGBTQ+;Co-op;Local Co-op;Gambling;NSFW";69,99;65,29;21688;14332;Verified;650640;45998;No
1462040;FINAL FANTASY VII REMAKE INTERGRADE;17/6/2022;Action;"RPG;Action RPG;JRPG;Singleplayer;Action-Adventure;Party-Based RPG;Spectacle fighter;Third Person;Action;Controller;Fantasy;Adventure;3D;Magic;3D Platformer;Story Rich;Cinematic;Realistic;Drama;Sci-fi";39,99;86,26;46569;40860;Verified;1397070;1549;No
3240220;Grand Theft Auto V Enhanced;4/3/2025;Action;"Open World;Sexual Content;Action;Multiplayer;Crime;Mature;Shooter;Third Person;First-Person;Adventure;Automobile Sim;Racing;Third-Person Shooter;Sandbox;Funny;Moddable;Atmospheric;Co-op;PvP;Comedy";29,99;81,31;181282;148918;Unsupported;5438460;71462;No
1149460;ICARUS;3/12/2021;Action;"Survival;Open World Survival Craft;Multiplayer;Base Building;Online Co-Op;Crafting;Open World;Exploration;Building;Co-op;PvE;First-Person;Space;Realistic;Sandbox;Third Person;Mining;Adventure;Nature;Science";34,99;73,55;63745;47444;Unsupported;1912350;7058;No
2975950;Solasta II;12/3/2026;Adventure;"Early Access;Adventure;RPG;Strategy;Party-Based RPG;Turn-Based Strategy;Strategy RPG;CRPG;3D;Fantasy;Top-Down;Medieval;Character Customization;Choices Matter;Class-Based;Dungeons & Dragons;Combat;Controller;Co-op Campaing;Story Rich;Team-Based";39,99;73,57;2649;2013;Playable;79470;90;No
1086940;Baldur's Gate 3;3/8/2023;Adventure;"RPG;Character Customization;Choices Matter;Dungeons & Dragons;Turn-Based Combat;Story Rich;Sexual Content;CRPG;Fantasy;Adventure;Romance;Online Co-op;Multiplayer;Strategy;Singleplayer;Nudity;Co-op Campaign;Class-Based;Dark Fantasy;Combat";59,99;96,03;838759;811968;Verified;25162770;53495;No
3564740;Where Winds Meet;14/11/2025;Action;"Open World;Free to Play;Adventure;Action-Adventure;Action RPG;Character Customization;Souls-like;Singleplayer;Multiplayer;Atmospheric;Fantasy;Martial Arts;Story Rich;MMORPG;Online Co-Op;Action;Co-op;Third Person;Spectacle Fighter;3D";0;85,65;109132;94698;Playable;3273960;27288;No
252490;Rust;8/2/2018;Action;"Survival;Crafting;Multiplayer;Open World;Open World Survival Craft;Building;PvP;Sandbox;Adventure;First-Person;Action;Nudity;FPS;Shooter;Co-op;Online Co-op;Indie;Post-apocalyptic;Early Access;Simulation";39,99;86,45;1359605;1182505;Unsupported;40788150;148224;No
381210;Dead by Daylight;14/6/2016;Action;"Horror;Multiplayer;Survival Horror;Online Co-Op;Co-op;Survival;Gore;Team-Based;Blood;Third Person;Stealth;Violent;First-Person;Psychological Horror;Action;Atmospheric;Strategy;Comedy;Mature;Difficult";19,99;78,07;897379;704754;Verified;26921370;61741;No
686060;Mewgenics;10/2/2026;Adventure;"Turn-Based Tactics;Roguelite;Dark Humor;Turn-Based Strategy;Cats;Turn-Based Combat;RPG;Funny;Cute;2D;Comic Book;Horror;Cartoony;Surreal;Post-apocalyptic;Choices Matter;Nonlinear;Tactical;Great Soundtrack;Magic";29,99;90,24;47273;43435;Verified;1418190;9036;No
2833580;BRAVELY DEFAULT FLYING FAIRY HD Remaster;12/3/2026;RPG;"RPG;Violent;JRPG;Turn-Based;Fantasy;Anime;Party-Based RPG;Singleplayer;Class-Based;Emotional;Story Rich;Drama;Medieval;Top-Down;2.5D;Controller;Turn-Based Tactics;Great Soundtrack;Minigames;Character Customization";39,99;86,89;710;659;Verified;21300;207;No
1158310;Crusader Kings III;1/9/2020;RPG;"Strategy;Medieval;Grand Strategy;Simulation;RPG;Historical;Management;Character Customization;Life Sim;Sandbox;Choices Matter;RTS;War;Singleplayer;Economy;Political;Multiplayer;Moddable;4X;Real-Time with Pause";49,99;88,63;143227;128544;Playable;4296810;24098;No
3164500;Schedule I;24/3/2025;Action;"Simulation;Co-op;Crime;Management;Multiplayer;Open World;First-Person;Crafting;Automation;Base Building;Action;Building;Stealth;Strategy;Character Customization;Driving;Shooter;FPS;Early Access;Action-Adventure";19,99;96,8;298070;291728;Playable;8942100;19380;No
3717070;WWE 2K26;12/3/2026;Simulation;"Simulation;Sports;3D Fighter;Wrestling;Sandbox;Multiplayer;Character Customization";69,99;52,33;2347;1234;Unsupported;70410;1321;No
376210;The Isle;1/12/2015;Action;"Dinosaurs;Survival;Open World;Multiplayer;Simulation;Hunting;Realistic;Massively Multiplayer;Adventure;Early Access;Horror;Action;Third Person;Co-op;Sandbox;Walking Simulator;RPG;Strategy;Team-Based;Indie";19,99;79,33;111593;89547;Playable;3347790;17024;No
1062090;Timberborn;12/3/2026;Indie;"City Builder;Colony Sim;Voxel;Sandbox;Automation;Nature;Building;Management;Base Building;Survival;Physics;Strategy;Science;Farming Sim;Simulation;3D;Post-apocalyptic;Stylized;Lever Editor;Resource Management";34,99;93,93;39603;37949;Playable;1188090;6417;No
2050650;Resident Evil 4;23/3/2023;Action;"Horror;Action;Third-Person Shooter;Survival Horror;Singleplayer;Zombies;Story Rich;Survival;Remake;Dark;Cinematic;VR;Realistic;Third Person;Gore;Resource Management;Adventure;Action-Adventure;Violent";39,99;96,14;249349;242523;Verified;7480470;12060;No
2344520;Diablo® IV;17/10/2023;Action;"Action RPG;Hack and Slash;Loot;Isometric;RPG;Online Co-Op;Dungeon Crawler;Co-op;Singleplayer;Multiplayer;Demons;PvE;Dark;Dark Fantasy;Character Customization;Story Rich;Exploration;Gore;Violent";49,99;64,26;70456;45640;Verified;2113680;45568;No
524220;NieR:Automata™;17/3/2017;Action;"Hack and Slash;RPG;Great Soundtrack;Story Rich;Female Protagonist;Action;Spectacle fighter;Open World;JRPG;Anime;Post-apocalyptic;Singleplayer;Robots;Atmospheric;Sci-fi;Nudity;Adventure;Bullet Hell;Character Action Game;Violent";39,99;86,33;150660;131613;Playable;4519800;1034;No
1245620;ELDEN RING;24/2/2022;Action;"Souls-like;Open World;Dark Fantasy;RPG;Difficult;Action RPG;Multiplayer;Third Person;Fantasy;Singleplayer;Online Co-op;Action;Co-op;Atmospheric;Great Soundtrack;PvP;Violent;3D;Character Customization;Family Friendly";59,99;92,39;1132440;1053626;Verified;33973200;40248;No
3280350;DEATH STRANDING 2: ON THE BEACH;19/3/2026;Action;"Open World;Exploration;Sci-fi;Walking Simulator;Action;Atmospheric;Third-Person Shooter;Post-apocalyptic;Third Person;Action-Adventure;Adventure;Emotional;Singleplayer;Realistic;Asynchronous Multiplayer;Stealth;Dystopian;Horror;Violent;Great Soundtrack";69,99;93,33;21745;20786;Verified;652350;7100;No
2515020;FINAL FANTASY XVI;17/9/2024;Action;"Action RPG;Story Rich;Spectacle fighter;JRPG;Action;Fantasy;Dark Fantasy;Singleplayer;RPG;Cinematic;Third Person;3D;Emotional;Magic;Drama;Atmospheric;Party-Based RPG;Great Soundtrack;Hack and Slash;Violent";49,99;77,45;30819;24264;Unsupported;924570;1477;No
1004640;FINAL FANTASY TACTICS - The Ivalice Chronicles;30/9/2025;RPG;"Turn-Based Strategy;Turn-Based Tactics;Tactical RPG;Fantasy;Medieval;Story Rich;JRPG;Strategy RPG;Emotional;RPG;Turn-Based Combat;Top-Down;Pixel Graphics;Class-Based;Magic;Atmospheric;Singleplayer;Narration;Strategy;Simulation";49,99;86,97;6080;5464;Verified;182400;468;No
3643170;Roadside Research;12/2/2026;Casual;"Early Access;Online Co-Op;Simulation;Multiplayer;Funny;Immersive Sim;Aliens;Management;Co-op;Life Sim;First-Person;America;Character Customization;Comedy;Economy;Sci-fi;Singleplayer;Casual;Sandbox;Physics;3D";12,99;83,45;3489;3021;Playable;104670;1006;No
2909400;FINAL FANTASY VII REBIRTH;23/1/2025;Action;"RPG;Action;Adventure;JRPG;Singleplayer;Open World;Action RPG;Party-Based RPG;Action-Adventure;Story Rich;Spectacle fighter;Third Person;Cinematic;Fantasy;Realistic;Atmospheric;Drama;Emotional;Magic;Anime";49,99;75,11;30578;23327;Verified;917340;2257;No
1721470;Poppy Playtime;12/10/2021;Action;"Horror;Singleplayer;Free to Play;Puzzle;First-Person;Survival Horror;Dark;Psychological Horror;Mystery;Survival;Indie;Adventure;Atmospheric;Lore-Rich;Thriller;1980s;Action;Cartoony;Action-Adventure;Physics";0;86,74;137638;120867;Playable;4129140;1968;No
699130;World War Z;21/9/2021;Action;"Zombies;Multiplayer;Online Co-Op;Singleplayer;Co-op;Action;Shooter;Third-Person Shooter;PvE;Survival Horror;FPS;Post-apocalyptic;Gore;Gun Customization;First-Person;Character Customization;Third Person;Violent;Horror;Combat";29,99;81,22;30725;25403;Unsupported;921750;3412;No
3405690;EA SPORTS FC™ 26;25/9/2025;Simulation;"Football (Soccer);Multiplayer;Sports;Controller;Simulation;Singleplayer;Competitive;Local Co-Op;Realistic;Online Co-Op;PvP;Family Friendly;Local Multiplayer;eSports;Modern;Character Customization;First-Person;Steam Machine;Anime;JRPG";40;46,5;64315;29822;Unsupported;1929450;64712;No
2141910;Magic: The Gathering Arena;23/5/2023;Strategy;"Strategy;Card Game;Free To Play;Trading Card Game; Deckbuilding;PvP;Multiplayer;Turn-Based Strategy;Fantasy;Magic;eSports;Tactical;Gambling;Card Battler;Turn-Based;Sexual Content;LGBTQ+";0;60,81;28537;17502;Playable;856110;9739;No
2807960;Battlefield™ 6;10/10/2025;Action;"Multiplayer;FPS;Action;Military;Singleplayer;Shooter;War;Modern;Combat;Realistic;Battle Royale;Tactical;Epic;Destruction;Violent;PvP;Artificial Intelligence;Atmospheric;Co-op;Sandbox";69,99;65,06;340691;222790;Unsupported;10220730;64548;No
3241660;R.E.P.O.;26/2/2025;Action;"Horror;Online Co-Op;Multiplayer;Comedy;Co-op;Physics;First-Person;3D;Stealth;Survival;Robots;Action;Exploration;Funny;Procedural Generation;Action Rougelike;Post-apocalyptic;Sci-fi;Perma Death;Early Access";9,99;95,19;387186;372264;Playable;11615580;88593;No
990080;Hogwarts Legacy;10/2/2023;Action;"Magic;Open World;Fantasy;Singleplayer;Adventure;RPG;Character Customization;Exploration;Story Rich;Third Person;Action-Adventure;Atmospheric;Action RPG;Action;Combat;Choices Matter;Puzzle;Great Soundtrack;Dark;Family Friendly";59,99;89;366217;329024;Verified;10986510;6474;No
526870;Satisfactory;10/9/2024;Adventure;"Base Building;Automation;Open World;Crafting;Multiplayer;Co-op;Building;Resource Management;Sandbox;Exploration;Adventure;Open World Survival Craft;Survival;First-Person;Simulation;Strategy;Singleplayer;Sci-fi;Indie;Early Access";39,99;96,16;269710;262320;Verified;8091300;21466;No
39210;FINAL FANTASY XIV Online;18/2/2014;Massively Multiplayer;"MMORPG;RPG;Character Customization;Massively Multiplayer;Fantasy;JRPG;Open World;Story Rich;Multiplayer;Online Co-op;Magic;Adventure;Co-op;Third Person;Exploration;Action;Crafting;Atmospheric;Action RPG;Female Protagonist";19,99;85,34;84364;73011;Playable;2530920;30740;No
1151340;Fallout 76;14/4/2020;RPG;"Open World;Multiplayer;Post-apocalyptic;RPG;Dark Comedy;Capitalism;Survival;Base Building;Co-op;Shooter;MMORPG;Horror;Singleplayer;Exploration;FPS;Gore;Violent;Atmospheric;Great Soundtrack;Character Customization";39,99;71,41;138466;99739;Playable;4153980;7906;No
3224770;Umamusume: Pretty Derby;24/6/2025;Simulation;"Anime;Horses;Cute;Free to Play;Gambling;Rougelite;Racing;Sports;Management;Simulation;Rougelike;Funny;Visual Novel;3D;Story Rich;PvP;Singleplayer;Emotional;Multiplayer;Dating Sim";0;92,17;56022;52548;Playable;1680660;9269;No
578080;PUBG: BATTLEGROUNDS;21/12/2017;Action;"Survival;Shooter;Battle Royale;Multiplayer;FPS;PvP;Third-Person Shooter;Action;Online Co-Op;Tactical;Co-op;First-Person;Strategy;Early Access;Competitive;Third Person;Team-Based;Difficult;Simulation;Stealth";0;60,2;2711824;1635800;Unsupported;81354720;799767;No
801800;Atomfall;27/3/2025;Action;"Adventure;Action;Open World;Singleplayer;Post-apocalyptic;First-Person;FPS;Action RPG;Action-Adventure;Survival;Atmospheric;Exploration;Violent;Gore;Immersive Sim;Story Rich;Sci-fi;Choices Matter;Stealth;Survival Horror";49,99;76,05;5085;3977;Verified;152550;188;No
2129530;REANIMAL;13/2/2026;Adventure;"Horror;Co-op;Adventure;Atmospheric;Multiplayer;Dark;Local Co-Op;3D;Puzzle;Third Person;Online Co-op;Cinematic;Local Multiplayer;Exploration;Surreal;Controller;Stealth;Stylized;Mystery;Singleplayer";39,99;72,5;21418;15780;Verified;642540;1605;No
1466060;Tainted Grail: The Fall of Avalon;23/5/2025;Action;"Adventure;Open World;RPG;Dark Fantasy;First-Person;Character Customization;Third Person;Exploration;Singleplayer;Action RPG;Choices Matter;Story Rich;Action;Nonlinear;Survival Horror;Immersive;Narrative;Multiple Endings;Immersive Sim;FPS";44,99;86,27;31321;27547;Verified;939630;2216;No
2221490;Tom Clancy’s The Division® 2;12/1/2023;Action;"Looter Shooter;Open World;Singleplayer;Multiplayer;Third-Person Shooter;Online Co-Op;Shooter;Action;Adventure;RPG;Co-op;Post-apocalyptic;Loot;Character Customization;PvE;Massively Multiplayer;Survival;Military;PvP;Story Rich";29,99;77,26;33746;26666;Playable;1012380;7394;No
2399830;ARK: Survival Ascended;25/10/2023;Action;"Early Access;Survival;Open World;Multiplayer;Dinosaurs;Base Building;Crafting;Building;Adventure;Sandbox;Action;Character Customization;Singleplayer;PvE;PvP;Massively Multiplayer;Inventory Management;RPG;Fantasy;Sci-fi;Moddable";44,99;59,95;104704;63097;Verified;3141120;25514;No
646570;Slay the Spire;23/1/2019;Indie;"Roguelike Deckbuilder;Card Game;Card Battler;Roguelike;Deckbuilding;Turn-Based;Strategy;Singleplayer;Roguelite;Replay Value;Indie;Difficult;Dungeon Crawler;Mouse Only;RPG;2D;Fantasy;Procedural Generation;Great Soundtrack;Casual";24,99;96,11;214854;209022;Verified;6445620;18663;No
238960;Path of Exile;23/10/2013;Action;"Free To Play;Action RPG;Dark Fantasy;Hack and Slash;Loot;MMORPG;Multiplayer;Dungeon Crawler;Isometric;RPG;Character Customization;Online Co-op;Singleplayer;Inventory Management;Action;PvP;Horror;Massively Multiplayer;Fantasy;Adventure";0;88,11;247036;219959;Playable;7411080;10197;No
2057760;Esoteric Ebb;3/3/2026;Indie;"Story Rich;Choices Matter;RPG;Dungeons & Dragons;Isometric;CRPG;Interactive Fiction;Singleplayer;Hand-drawn;Nonlinear;Political;Narrative;Point & Click;Adventure;Atmospheric;Exploration;Funny;Tabletop;Turn-Based;Character Customization";24,99;92,58;6356;6093;Verified;190680;497;No
3495730;Lucid Blocks;12/3/2026;Action;"Psychedelic;Surreal;Atmospheric;Psychological Horror;Open World;Sandbox;Voxel;Horror;3D;First-Person;Pixel Graphics;Exploration;Lovecraftian;Procedural Generation;Crafting;Building;Survival;Adventure;Acrion-Adventure;Action";9,99;90,18;3873;3634;Unsupported;116190;176;No
529340;Victoria 3;25/10/2022;Simulation;"Grand Strategy;Economy;Historical;Political Sim;Strategy;Capitalism;Politics;Diplomacy;Management;Simulation;Alternate History;Moddable;Political;Resource Management;Real-Time with Pause;Sandbox;Multiplayer;Singleplayer;Replay Value;Military";49,99;68,71;61116;42424;Playable;1833480;10890;No
1874880;Arma Reforger;16/11/2023;Action;"Military;Simulation;Shooter;Realistic;Action;FPS;Strategy;Multiplayer;First-Person;Sandbox;War;Real Time Tactics;Tactical;Open World;Third Person;PvE;PvP;Singleplayer;Cold War;1980s";39,99;78,35;50215;39913;Unsupported;1506450;16702;No
739630;Phasmophobia;18/9/2020;Action;"Horror;Online Co-Op;Multiplayer;Psychological Horror;Co-op;VR;Supernatural;First-Person;Investigation;Dark;Detective;Demons;Mystery;Thriller;3D;Early Access;Indie;Action;Tactical;Singleplayer";19,99;94;827156;783629;Unsupported;24814680;25809;No
3606480;Call of Duty®: Black Ops 7;13/11/2025;Action;"FPS;Action;Shooter;Multiplayer;Singleplayer;Zombies;Violent;First-Person;Gore;PvP;Futuristic;Mature;Cinematic;Co-op;War;Military;Online Co-op;Gun Customization;Psychological;PvE";69,99;39,79;4291;1669;Unknown;128730;44430;Yes
582660;Black Desert;24/5/2017;Action;"Sandbox;Action RPG;Exploration;MMORPG;War;Crafting;Medieval;PvP;First-Person;Action-Adventure;Open World;Character Customization;RPG;Strategy;3D;Cooking;Fantasy;Action;Magic;Cinematic";9,99;72,9;92872;68405;Unsupported;2786160;23023;No
3949040;RV There Yet?;21/10/2025;Action;"Multiplayer;Co-op;Funny;Online Co-Op;Adventure;Driving;Physics;First-Person;Exploration;Indie;3D;Atmospheric;Offroad;Casual;Singleplayer;Psychological Horror;Controller;Action;Character Customization;Stylized";7,99;89,17;78345;70925;Verified;2350350;6625;No
413150;Stardew Valley;26/2/2016;Indie;"Farming Sim;Pixel Graphics;Multiplayer;Life Sim;RPG;Relaxing;Simulation;Agriculture;Crafting;Indie;Sandbox;Building;Casual;Open World;Singleplayer;2D;Dating Sim;Cute;Great Soundtrack;Fishing";14,99;97,72;1004677;989358;Verified;30140310;117172;No
780310;The Riftbreaker;14/10/2021;Action;"Base Building;Online Co-Op;Multiplayer;Tower Defense;Survival;Hack and Slash;Action RPG;Exploration;Sandbox;Crafting;Building;Isometric;Singleplayer;RTS;Economy;Strategy;Procedural Generation;Strategy RPG;Co-op Campaign;Resource Management";29,99;88,5;23742;21474;Playable;712260;1852;No
306130;The Elder Scrolls® Online;22/5/2017;Action;"RPG;MMORPG;Open World;Fantasy;Adventure;Multiplayer;Exploration;Singleplayer;Massively Multiplayer;Action;Character Customization;PvP;PvE;Lore-Rich;Story Rich;Choose Your Own Adventure;Class-Based;Magic;Action RPG;Atmospheric";19,99;80,14;159918;129500;Playable;4797540;14274;No
1774580;STAR WARS Jedi: Survivor™;27/4/2023;Action;"Action;Singleplayer;Open World;Adventure;Souls-like;Third Person;Sci-fi;Action-Adventure;Story Rich;Space;Swordplay;Exploration;Parkour;Combat;RPG;Character Customization;Atmospheric;Great Soundtrack;Difficult;Multiplayer";69,99;69,96;82350;58174;Playable;2470500;4238;No
394360;Hearts of Iron IV;6/6/2016;Simulation;"Strategy;World War II;Grand Strategy;War;Historical;Military;Alternate History;Multiplayer;Simulation;Tactical;Singleplayer;Real-Time with Pause;RTS;Diplomacy;Sandbox;Co-op;Strategy RPG;Open World;Competitive;Action";49,99;88,03;378135;335938;Playable;11344050;65690;No
1091500;Cyberpunk 2077;9/12/2020;RPG;"Cyberpunk;Open World;Nudity;RPG;Singleplayer;Story Rich;Mature;Sci-fi;FPS;Futuristic;First-Person;Atmospheric;Exploration;Action;Violent;Great Soundtrack;Action RPG;Adventure;Character Customization;Immersive Sim";59,99;85,38;945626;812787;Verified;28368780;42043;No
1669000;Age of Wonders 4;2/5/2023;RPG;"Strategy;4X;Turn-Based Strategy;Character Customization;Fantasy;RPG;Grand Strategy;Dark Fantasy;Turn-Based Combat;War;Tactical;Tactical RPG;Simulation;Strategy RPG;Singleplayer;Exploration;Multiplayer;Choices Matter;Co-op;Moddable";49,99;79,73;22195;18037;Playable;665850;3945;No
2300320;Farming Simulator 25;12/11/2024;Simulation;"Simulation;Farming Sim;Realistic;Multiplayer;3D;First-Person;Economy;Time Management;Building;Third Person;Immersive Sim;Management;Atmospheric;Relaxing;Online Co-op;Nature;Farming;Physics;Singleplayer;Moddable";29,99;85,26;51896;44971;Playable;1556880;44055;No
3230400;EA SPORTS™ Madden NFL 26;14/8/2025;Simulation;"Simulation;Sports;Football (American);Competitive;Strategy;LGBTQ+;Multiplayer";69,99;52,16;5478;2867;Unsupported;164340;2901;No
3897800;Poker Night at the Inventory;5/3/2026;Casual;"Casual;Card Game;Comedy;Funny;Gambling;Cartoon;3D;Singleplayer;Cartoony;Conversation;Comic Book;Indie;Controller;Cult Classic;Psychological Horror";9,99;91,92;7746;7355;Verified;232380;199;No
3834090;YAPYAP;3/2/2026;Action;"Online Co-Op;Multiplayer;Horror;Comedy;Magic;Physics;Dark Fantasy;Survival Horror;Procedural Generation;First-Person;Dungeon Crawler;Action;Exploration;Funny;Co-op;Stealth;Stylized;Action Rougelike;Fantasy;PvE";9,99;82,54;7940;6739;Playable;238200;1879;No
1973530;Limbus Company;26/2/2023;Unknown;"Story Rich;Lore-Rich;Free to Play;Turn-Based Combat;Turn-Based Tactics;Visual Novel;Singleplayer;Strategy;RPG;Great Soundtrack;Strategy RPG;Turn-Based Strategy;Anime;PvE;Dark Fantasy;2D;Action;Sci-fi;Rougelite;Colorful";0;86,51;105253;92269;Playable;3157590;62371;No
